INFO:root:################################################################################
INFO:root:		 HIVE DETAILS
INFO:root:	colony_size:	50
INFO:root:	max_trials:	10
INFO:root:	is_maximization:	False
INFO:root:	iterations:	100
INFO:root:################################################################################
INFO:root:iteration | solution                                                   | fitness
INFO:root:30          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:31          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:32          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:33          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:34          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:35          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:36          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:37          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:38          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:39          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:40          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:41          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:42          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:43          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:44          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:45          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:46          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:47          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:48          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:49          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:50          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:51          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:52          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:53          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:54          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:55          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:56          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:57          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:58          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:59          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:60          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:61          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:62          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:63          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:64          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:65          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:66          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:67          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:68          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:69          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:70          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:71          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:72          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:73          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:74          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:75          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:76          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:77          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:78          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:79          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:80          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:81          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:82          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:83          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:84          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:85          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:86          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:87          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:88          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:89          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:90          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:91          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:92          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:93          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:94          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:95          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:96          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:97          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:98          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:99          | [ 3.5727331  -1.82731933]                                  | 0.011730223070967515
INFO:root:best solution found: [ 3.5727331  -1.82731933]
INFO:root:fitness: 0.011730223070967515
INFO:root:################################################################################
INFO:root:		 HIVE DETAILS
INFO:root:	colony_size:	50
INFO:root:	max_trials:	10
INFO:root:	is_maximization:	False
INFO:root:	iterations:	100
INFO:root:################################################################################
INFO:root:iteration | solution                                                   | fitness
INFO:root:--------------------------------------------------------------------------------
INFO:root:0           | [2.72187491 2.13062534]                                    | 2.202204288210413
INFO:root:1           | [2.72187491 2.13062534]                                    | 2.202204288210413
INFO:root:2           | [2.72187491 2.13062534]                                    | 2.202204288210413
INFO:root:3           | [2.72187491 2.13062534]                                    | 2.202204288210413
INFO:root:4           | [2.72187491 2.13062534]                                    | 2.202204288210413
INFO:root:5           | [15. 15.]                                                  | 1.021452423983278
INFO:root:6           | [15. 15.]                                                  | 1.021452423983278
INFO:root:7           | [15. 15.]                                                  | 1.021452423983278
INFO:root:8           | [15. 15.]                                                  | 1.021452423983278
INFO:root:9           | [15. 15.]                                                  | 1.021452423983278
INFO:root:10          | [2.95724329 2.17599861]                                    | 0.48535497292271584
INFO:root:11          | [2.95724329 2.17599861]                                    | 0.48535497292271584
INFO:root:12          | [2.95724329 2.17599861]                                    | 0.48535497292271584
INFO:root:13          | [45. 45.]                                                  | 0.3287946904645463
INFO:root:14          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:15          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:16          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:17          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:18          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:19          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:20          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:21          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:22          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:23          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:24          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:25          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:26          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:27          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:28          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:29          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:30          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:31          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:32          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:33          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:34          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:35          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:36          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:37          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:38          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:39          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:40          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:41          | [-2.7619274   3.20270968]                                  | 0.27401984182860073
INFO:root:42          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:43          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:44          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:45          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:46          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:47          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:48          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:49          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:50          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:51          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:52          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:53          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:54          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:55          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:56          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:57          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:58          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:59          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:60          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:61          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:62          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:63          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:64          | [2.92111965 2.01171484]                                    | 0.20835577763825686
INFO:root:65          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:66          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:67          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:68          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:69          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:70          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:71          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:72          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:73          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:74          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:75          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:76          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:77          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:78          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:79          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:80          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:81          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:82          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:83          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:84          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:85          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:86          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:87          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:88          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:89          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:90          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:91          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:92          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:93          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:94          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:95          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:96          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:97          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:98          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:99          | [-3.77200254 -3.29091926]                                  | 0.00733951587770099
INFO:root:best solution found: [-3.77200254 -3.29091926]
INFO:root:fitness: 0.00733951587770099
